eee,asmt,smote,accuracy,0.5502920181700195
eee,asmt,smote,fscore,0.02118780096308186
eee,asmt,smote,precision,0.023454157782515993
eee,asmt,smote,recall,0.7333333333333333
eee,stdnt,smote,accuracy,0.6966255678131084
eee,stdnt,smote,fscore,0.007756948933419522
eee,stdnt,smote,precision,0.01312910284463895
eee,stdnt,smote,recall,0.26666666666666666
eee,abd,smote,accuracy,0.8374432186891628
eee,abd,smote,fscore,0.015453960077269801
eee,abd,smote,precision,0.047619047619047616
eee,abd,smote,recall,0.5333333333333333
eee,abi,smote,accuracy,0.8199221284879948
eee,abi,smote,fscore,0.019916479280436876
eee,abi,smote,precision,0.05419580419580419
eee,abi,smote,recall,0.6888888888888889
eee,asmt_stdnt,smote,accuracy,0.7942894224529526
eee,asmt_stdnt,smote,fscore,0.007756948933419522
eee,asmt_stdnt,smote,precision,0.01957585644371941
eee,asmt_stdnt,smote,recall,0.26666666666666666
eee,asmt_abd,smote,accuracy,0.7975340687865022
eee,asmt_abd,smote,fscore,0.017368928916050175
eee,asmt_abd,smote,precision,0.04265402843601896
eee,asmt_abd,smote,recall,0.6
eee,asmt_abi,smote,accuracy,0.7362102530824141
eee,asmt_abi,smote,fscore,0.02118780096308186
eee,asmt_abi,smote,precision,0.039568345323741004
eee,asmt_abi,smote,recall,0.7333333333333333
eee,stdnt_abd,smote,accuracy,0.8705386112913692
eee,stdnt_abd,smote,fscore,0.01353528843055108
eee,stdnt_abd,smote,precision,0.05303030303030303
eee,stdnt_abd,smote,recall,0.4666666666666667
eee,stdnt_abi,smote,accuracy,0.8971447112264763
eee,stdnt_abi,smote,fscore,0.010971281058405937
eee,stdnt_abi,smote,precision,0.05555555555555555
eee,stdnt_abi,smote,recall,0.37777777777777777
eee,asmt_stdnt_abd,smote,accuracy,0.827384815055159
eee,asmt_stdnt_abd,smote,fscore,0.011612903225806452
eee,asmt_stdnt_abd,smote,precision,0.03441682600382409
eee,asmt_stdnt_abd,smote,recall,0.4
eee,asmt_stdnt_abi,smote,accuracy,0.8614536015574302
eee,asmt_stdnt_abi,smote,fscore,0.0160926939169617
eee,asmt_stdnt_abi,smote,precision,0.05787037037037037
eee,asmt_stdnt_abi,smote,recall,0.5555555555555556
